//以下全部出自网络和大佬资源，如有冒犯请联系删除。[所有内容仅供学习使用，请勿用于违法用途]
//
永久免费💝公告,#genre#
八大娱乐,mitv://generationnexxxt.com:19806/cea44ead76804413bd48caf76c5c2749
八大优频道,mitv://generationnexxxt.com:19806/7abaa68442ce4ed7ad7c9772fb46eda9
八大优频道,mitv://generationnexxxt.com:19806/e1b81f9f50644fd38273333129365a4c
纬来综合,mitv://generationnexxxt.com:19806/a537a3ebc712483993ab82440801d1e6
纬来综合,mitv://generationnexxxt.com:19806/d40310ae8bba42569d3d90b4cf7d9928
纬来精采,mitv://generationnexxxt.com:19806/1db14fe8aad841b4b28eca2b136e7206
纬来日本,mitv://generationnexxxt.com:19806/5f9d37ba1fc04a04aaec6979908294a2
纬来育乐,mitv://generationnexxxt.com:19806/78b57c4d9e644fafafe01588c43b4787
纬来育乐,mitv://generationnexxxt.com:19806/09f5cbcd57934038bc76de430a767046
靖天资讯,mitv://generationnexxxt.com:19806/5c9d432112fd4d4e92263a34415293fa
靖天国际,mitv://generationnexxxt.com:19806/12d39bada24843588ad72a3175b785a2
靖天综合,mitv://generationnexxxt.com:19806/ed2e3f294dcc40c1b72aba372fbed64d
靖天欢乐,mitv://generationnexxxt.com:19806/439163cf3469473b8ffd582b687991be
靖天日本,mitv://generationnexxxt.com:19806/c88dcc9ddf6747b991fc1a0db939147d
靖天育乐,mitv://generationnexxxt.com:19806/d67fd6c2e7c44e17b9e86d9073f2930e
爱尔达生活英语,mitv://generationnexxxt.com:19806/78c0f08e89a844ef89d6803bce27a827
客家电视,mitv://generationnexxxt.com:19806/eafabb6e7c30439b8ecd35ad40a46a96
原住民电视,mitv://generationnexxxt.com:19806/cb5b7549e3604100a605ca17c82808f5
高点综合,mitv://generationnexxxt.com:19806/0add95963fcd4b6ba03d63cc32dbd1a4
高点综合,mitv://generationnexxxt.com:19806/462775e2153243fc92adec0793c638d0
JET综合,mitv://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
国兴卫视,mitv://generationnexxxt.com:19806/18aaee00d2af442ebb4592e15f7b2a20
人间卫视,mitv://generationnexxxt.com:19806/66140e7f000b35888e9bf42339867058
人间卫视,mitv://generationnexxxt.com:19806/6593ab070007d601991721de206b22e9
Z频道,mitv://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
大爱台,mitv://generationnexxxt.com:19806/e89ec8c592484d88bc001e8d8a6c9e31
大爱2台,mitv://generationnexxxt.com:19806/2036b83c58e344c782eb154b233c8c77
好消息,mitv://generationnexxxt.com:19806/febf2282369d409d92d68514b72fc433
好消息2台,mitv://generationnexxxt.com:19806/2b9f20946a6147dfba8f92373fbafee5
佛卫慈悲,mitv://generationnexxxt.com:19806/be70c8b5b35c4551b5c7d3c905234e69
MOMO综合,mitv://generationnexxxt.com:19806/659391fc000353d298b54dbe4b486dab
MOMO亲子,mitv://generationnexxxt.com:19806/2f2d9ad70ce7410aa99f2b9fa1753dd4

中视新闻,P2p://generationnexxxt.com:19806/cb5965a89e434df7aeb66b2364116ae4
华视新闻,P2p://generationnexxxt.com:19806/ebe8db2daafa47768f37bcae17bfe299
台视新闻,P2p://generationnexxxt.com:19806/9817b59742464113bd5656fcc7dced84
台视财经,P2p://generationnexxxt.com:19806/e01d7738e33e456a812f7cefbf27b29a
民视新闻,P2p://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
TVBS新闻,P2p://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60
TVBS新闻,P2p://generationnexxxt.com:19806/65fa6dc600095b662a8020fe14c65804
TVBS HD,P2p://generationnexxxt.com:19806/be3d1c188f0c4b938ccfca04566b0fc1
TVBS HD,P2p://generationnexxxt.com:19806/9fb651a7ec2e402588a0752ba1035476
东森新闻,P2p://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b
东森新闻,P2p://generationnexxxt.com:19806/35983e2efd5c44bf84bfb2977bbbc96d
东森新闻,P2p://generationnexxxt.com:19806/7bbf7bf4cb8f4a58893f6b5017a9fe05
东森财经,P2p://generationnexxxt.com:19806/6596322e000d4091a2f7138e424b32c5
三立iNEWS,P2p://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
三立iNEWS,P2p://generationnexxxt.com:19806/31103be1231e435ab69fdc1492cf08ee
三立新闻,P2p://generationnexxxt.com:19806/96118abbe8ee48ddaef2c9c1cea1af04
三立新闻,P2p://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e
中天新闻,P2p://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
中天新闻,P2p://generationnexxxt.com:19806/e92e93fd67794e92acdc0d4005f0781a
寰宇新闻,P2p://generationnexxxt.com:19806/a265fb55774a4554bc2db19b16f53be6
寰宇新闻,P2p://generationnexxxt.com:19806/ca27b65855704124be186aa0e5127c24
寰宇台湾,P2p://generationnexxxt.com:19806/65b21a80000977cd0ffaa9e72e6218af
非凡新闻,P2p://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
非凡新闻,P2p://generationnexxxt.com:19806/65fa6fc4000df93d2a87ea67255a50ce
非凡商业,P2p://generationnexxxt.com:19806/0c1ba96949414628ae64fc70c3354e7b
年代新闻,P2p://generationnexxxt.com:19806/65fa6ea5000ec21a2a83897e03cd44bb
年代新闻,P2p://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7
年代新闻,P2p://generationnexxxt.com:19806/65ddd162000837a5babd25111eb9560c
壹新闻,P2p://generationnexxxt.com:19806/617d6cf150574cb485ee07aea57262fd
壹新闻,P2p://generationnexxxt.com:19806/31dad83ef5b74c5db225482cd2e0fbae
镜新闻,P2p://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b

中视,P2p://generationnexxxt.com:19806/27826c4ed7234c0d8759bc7fe6786a18
中视,P2p://generationnexxxt.com:19806/c4ede9c3d1a84d0b9afe57622abcb9e7
中视经典,P2p://generationnexxxt.com:19806/8b9e15ff15474ccbbc2780c1484e50c9
中视菁采,P2p://generationnexxxt.com:19806/ae5e01a7bc294327b88f65aa5d38217c
华视,P2p://generationnexxxt.com:19806/761bc3c0662247d18b0db4da8070b7f4
华视,P2p://generationnexxxt.com:19806/177390ae66634acca9be01242a769660
台视,P2p://generationnexxxt.com:19806/3c20d4387ec845149b2ded5f28805f18
台视,P2p://generationnexxxt.com:19806/9868c18e3c0940cd8aa003d9ae54f862
台视综合,P2p://generationnexxxt.com:19806/6593a4d5000dedcb98fef0154abd184d
民视,P2p://generationnexxxt.com:19806/7b662823ed634f1fad66ab442b177118
民视,P2p://generationnexxxt.com:19806/2fbdcb9b354a461b99ce6346109794a8
民视,P2p://generationnexxxt.com:19806/7b046996e7d5417eb4a619194072bbc0
民视,P2p://generationnexxxt.com:19806/8d864649cfc54b518b3d137d67583155
民视第一,P2p://generationnexxxt.com:19806/b97979cec8d74feebc370f3470cc06c6
民视第一,P2p://generationnexxxt.com:19806/1c48731982a54a59a9555f7247f3bf7f
民视台湾,P2p://generationnexxxt.com:19806/192bd12842624eb39e2f6b86eeacdca8
公视,P2p://generationnexxxt.com:19806/5bc9388122b840f1abd2ff73c85049a6
公视台语,P2p://generationnexxxt.com:19806/6593a0f40009baf898efc82314242462
公视3台,P2p://generationnexxxt.com:19806/95f2ed538e044aac891abfe6a9ce6ba7
TVBS精采,P2p://generationnexxxt.com:19806/2089afbec2474359add275658522922f
TVBS欢乐,P2p://generationnexxxt.com:19806/569aec3edbbc4267bd6f829b3d495d5a
TVBS欢乐,P2p://generationnexxxt.com:19806/b7e4efb094034ce1895b3d9a5548cc2b
TVBS亚洲,P2p://generationnexxxt.com:19806/5459e179cc3b4ea49e5b6ed6a4f298c9
东森综合,P2p://generationnexxxt.com:19806/8e1b32241c9d4d079a2df7dc99adb312
东森综合,P2p://generationnexxxt.com:19806/a05a4d8b51f54013925315261a2c6aa9
东森超视,P2p://generationnexxxt.com:19806/5121f16c4b634c1683e9444aa68494b6
东森亚洲,P2p://generationnexxxt.com:19806/8a43d9cb067b47aaa8fd5f550930be0c
东森幼幼,P2p://generationnexxxt.com:19806/baa16215e2224e399f6dc71eb3576ed4
三立综合,P2p://generationnexxxt.com:19806/792a7263dd7b4c7484512d07f3c21083
三立台湾,P2p://generationnexxxt.com:19806/ff12e8f29f9b4f61a9b766709aa498f6
三立台湾,P2p://generationnexxxt.com:19806/7554a57ea53f4c10ae4e219ac2d374c4
三立都会,P2p://generationnexxxt.com:19806/7a36f98eee8e48a48ea64a1359083c8a
中天综合,P2p://generationnexxxt.com:19806/65b21a81000274a20ffaac0a0c7b0000
中天亚洲,P2p://generationnexxxt.com:19806/cb5ccc31dac94210bdc7507c320fb32e
中天娱乐,P2p://generationnexxxt.com:19806/f2d219cb882a47038438e2f483f7bf95
中天娱乐,P2p://generationnexxxt.com:19806/6932151dd5a74b759a053f78a719fbf3
八大第一,P2p://generationnexxxt.com:19806/270abff66f5e496fb9c100a0dbca3fe6
八大综合,P2p://generationnexxxt.com:19806/6c18a737c1394e59ae5072935d630f40
八大娱乐,P2p://generationnexxxt.com:19806/cea44ead76804413bd48caf76c5c2749
八大优频道,P2p://generationnexxxt.com:19806/7abaa68442ce4ed7ad7c9772fb46eda9
八大优频道,P2p://generationnexxxt.com:19806/e1b81f9f50644fd38273333129365a4c
纬来综合,P2p://generationnexxxt.com:19806/a537a3ebc712483993ab82440801d1e6
纬来综合,P2p://generationnexxxt.com:19806/d40310ae8bba42569d3d90b4cf7d9928
纬来精采,P2p://generationnexxxt.com:19806/1db14fe8aad841b4b28eca2b136e7206
纬来日本,P2p://generationnexxxt.com:19806/5f9d37ba1fc04a04aaec6979908294a2
纬来育乐,P2p://generationnexxxt.com:19806/78b57c4d9e644fafafe01588c43b4787
纬来育乐,P2p://generationnexxxt.com:19806/09f5cbcd57934038bc76de430a767046
靖天资讯,P2p://generationnexxxt.com:19806/5c9d432112fd4d4e92263a34415293fa
靖天国际,P2p://generationnexxxt.com:19806/12d39bada24843588ad72a3175b785a2
靖天综合,P2p://generationnexxxt.com:19806/ed2e3f294dcc40c1b72aba372fbed64d
靖天欢乐,P2p://generationnexxxt.com:19806/439163cf3469473b8ffd582b687991be
靖天日本,P2p://generationnexxxt.com:19806/c88dcc9ddf6747b991fc1a0db939147d
靖天育乐,P2p://generationnexxxt.com:19806/d67fd6c2e7c44e17b9e86d9073f2930e
爱尔达生活英语,P2p://generationnexxxt.com:19806/78c0f08e89a844ef89d6803bce27a827
客家电视,P2p://generationnexxxt.com:19806/eafabb6e7c30439b8ecd35ad40a46a96
原住民电视,P2p://generationnexxxt.com:19806/cb5b7549e3604100a605ca17c82808f5
高点综合,P2p://generationnexxxt.com:19806/0add95963fcd4b6ba03d63cc32dbd1a4
高点综合,P2p://generationnexxxt.com:19806/462775e2153243fc92adec0793c638d0
JET综合,P2p://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
国兴卫视,P2p://generationnexxxt.com:19806/18aaee00d2af442ebb4592e15f7b2a20
人间卫视,P2p://generationnexxxt.com:19806/66140e7f000b35888e9bf42339867058
人间卫视,P2p://generationnexxxt.com:19806/6593ab070007d601991721de206b22e9
Z频道,P2p://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
大爱台,P2p://generationnexxxt.com:19806/e89ec8c592484d88bc001e8d8a6c9e31
大爱2台,P2p://generationnexxxt.com:19806/2036b83c58e344c782eb154b233c8c77
好消息,P2p://generationnexxxt.com:19806/febf2282369d409d92d68514b72fc433
好消息2台,P2p://generationnexxxt.com:19806/2b9f20946a6147dfba8f92373fbafee5
佛卫慈悲,P2p://generationnexxxt.com:19806/be70c8b5b35c4551b5c7d3c905234e69
MOMO综合,P2p://generationnexxxt.com:19806/659391fc000353d298b54dbe4b486dab
MOMO亲子,P2p://generationnexxxt.com:19806/2f2d9ad70ce7410aa99f2b9fa1753dd4

mitv港澳频道,#genre#
无线新闻台,mitv://147.135.39.171:9906/658f93d500090264f39e82304f2d4370
无线新闻台,mitv://147.135.39.171:9906/659ad8a20009ddcb1fa351025e007328
无线新闻台,mitv://generationnexxxt.com:19806/85a50e6db781406bacc41b10a75a70d5
无线财经体育资讯台,mitv://generationnexxxt.com:19806/8bcc654c89f74ebdb4e82062ef5f998c
无线财经体育资讯台,mitv://generationnexxxt.com:19806/acf61c067b48468dbdf3ae976c322d1a
无线翡翠台,mitv://147.135.39.171:9906/659ad8a2000d34621fa351dc7e476ef7
无线翡翠台,mitv://147.135.39.171:9906/661411cd000976fff92b536266ba32757
无线翡翠台,mitv://generationnexxxt.com:19806/660d193500015d6c736dc89372d11bb9
无线明珠台,mitv://generationnexxxt.com:19806/9993262cc067418a983f0c7ec18adef9
无线明珠台,mitv://generationnexxxt.com:19806/85a50e6db781406bacc41b10a75a70d5
无线J2,mitv://generationnexxxt.com:19806/6a623cf5c0bc4c96b8fd45a47af4a872
无线J2,mitv://147.135.39.171:9906/65fd6048000be8b2a085bc4d061c504d
无线娱乐新闻台,mitv://generationnexxxt.com:19806/46bb3afe133d4cd8ac4b195c7f5f428c
无线娱乐新闻台,mitv://generationnexxxt.com:19806/94c52f4f55a646f6825cff0b78316ae2
无线华丽台,mitv://generationnexxxt.com:19806/864714d6ebe847edaa948e9104107f12
无线华丽台,mitv://generationnexxxt.com:19806/c2e1bcd2c5544341b2a0d7f7a53e0d98
无线华丽台,mitv://generationnexxxt.com:19806/0485c5b3e68c43268b39c8e68b0e6244
无线戏曲台,mitv://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
无线千禧经典台,mitv://generationnexxxt.com:19806/1a5b04c67ece47bb87aa482e2c73138a
无线粤语片台,mitv://generationnexxxt.com:19806/3a44c9c92439443494b8ecff6fdb2336
无线亚洲剧台,mitv://generationnexxxt.com:19806/ee081a662356489d8b2170952ec91d24
NOW新闻台,mitv://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
NOW新闻台,mitv://generationnexxxt.com:19806/3a492b41b36f45acab0b75396aadc32d
NOW财经台,mitv://generationnexxxt.com:19806/88f95058c046453a973e2540701ccb4e
HKC 18,mitv://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
HOY 76,mitv://generationnexxxt.com:19806/10c18372b612479086c1f259245543ff
HOY 77,mitv://generationnexxxt.com:19806/eb5a565eb80d40509f0a248018dfd337
RTHK 31,mitv://Generationnexxxt.com:19806/e4b56cb972e940ee8be694602294d242
RTHK 32,mitv://generationnexxxt.com:19806/9c0a161f9c59476584fe4d8effc125b6
ViuTV,mitv://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
ViuTV 6,mitv://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6
ViuTV 6,mitv://generationnexxxt.com:19806/4117b4e170014c2fbce73011cfaf066a
香港国际财经台,mitv://generationnexxxt.com:19806/6aa47af091b54d618d1513b1bc23b0b9
香港国际财经台,mitv://generationnexxxt.com:19806/f3cb31dde1e040a4a30f89e8f95beea7
星空卫视,mitv://generationnexxxt.com:19806/0b87528420394614b1016123ff4fda4c
澳门MACAU,mitv://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳门MACAU,mitv://generationnexxxt.com:19806/ed4ff86efe2647dd8c6f6f91739dd9c9

无线新闻台,P2p://147.135.39.171:9906/658f93d500090264f39e82304f2d4370
无线新闻台,P2p://147.135.39.171:9906/659ad8a20009ddcb1fa351025e007328
无线新闻台,P2p://generationnexxxt.com:19806/85a50e6db781406bacc41b10a75a70d5
无线财经体育资讯台,P2p://generationnexxxt.com:19806/8bcc654c89f74ebdb4e82062ef5f998c
无线财经体育资讯台,P2p://generationnexxxt.com:19806/acf61c067b48468dbdf3ae976c322d1a
无线翡翠台,P2p://147.135.39.171:9906/659ad8a2000d34621fa351dc7e476ef7
无线翡翠台,P2p://147.135.39.171:9906/661411cd000976fff92b536266ba32757
无线翡翠台,P2p://generationnexxxt.com:19806/660d193500015d6c736dc89372d11bb9
无线明珠台,P2p://generationnexxxt.com:19806/9993262cc067418a983f0c7ec18adef9
无线明珠台,P2p://generationnexxxt.com:19806/85a50e6db781406bacc41b10a75a70d5
无线J2,P2p://generationnexxxt.com:19806/6a623cf5c0bc4c96b8fd45a47af4a872
无线J2,P2p://147.135.39.171:9906/65fd6048000be8b2a085bc4d061c504d
无线娱乐新闻台,P2p://generationnexxxt.com:19806/46bb3afe133d4cd8ac4b195c7f5f428c
无线娱乐新闻台,P2p://generationnexxxt.com:19806/94c52f4f55a646f6825cff0b78316ae2
无线华丽台,P2p://generationnexxxt.com:19806/864714d6ebe847edaa948e9104107f12
无线华丽台,P2p://generationnexxxt.com:19806/c2e1bcd2c5544341b2a0d7f7a53e0d98
无线华丽台,P2p://generationnexxxt.com:19806/0485c5b3e68c43268b39c8e68b0e6244
无线戏曲台,P2p://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
无线千禧经典台,P2p://generationnexxxt.com:19806/1a5b04c67ece47bb87aa482e2c73138a
无线粤语片台,P2p://generationnexxxt.com:19806/3a44c9c92439443494b8ecff6fdb2336
无线亚洲剧台,P2p://generationnexxxt.com:19806/ee081a662356489d8b2170952ec91d24
NOW新闻台,P2p://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
NOW新闻台,P2p://generationnexxxt.com:19806/3a492b41b36f45acab0b75396aadc32d
NOW财经台,P2p://generationnexxxt.com:19806/88f95058c046453a973e2540701ccb4e
HKC 18,P2p://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
HOY 76,P2p://generationnexxxt.com:19806/10c18372b612479086c1f259245543ff
HOY 77,P2p://generationnexxxt.com:19806/eb5a565eb80d40509f0a248018dfd337
RTHK 31,P2p://Generationnexxxt.com:19806/e4b56cb972e940ee8be694602294d242
RTHK 32,P2p://generationnexxxt.com:19806/9c0a161f9c59476584fe4d8effc125b6
ViuTV,P2p://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
ViuTV 6,P2p://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6
ViuTV 6,P2p://generationnexxxt.com:19806/4117b4e170014c2fbce73011cfaf066a
香港国际财经台,P2p://generationnexxxt.com:19806/6aa47af091b54d618d1513b1bc23b0b9
香港国际财经台,P2p://generationnexxxt.com:19806/f3cb31dde1e040a4a30f89e8f95beea7
星空卫视,P2p://generationnexxxt.com:19806/0b87528420394614b1016123ff4fda4c
澳门MACAU,P2p://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳门MACAU,P2p://generationnexxxt.com:19806/ed4ff86efe2647dd8c6f6f91739dd9c9

mitv海外华语,#genre#
Astro AEC,mitv://generationnexxxt.com:19806/0cd8ffd5742f43f2aba6b6bf8736641d
Astro AOD 311,mitv://generationnexxxt.com:19806/676d5767c17749f8950a81ed8681380a
Astro爱奇艺,mitv://generationnexxxt.com:19806/220100b4bf8a42b49b38d1152cf9ab84
Astro欢喜台,mitv://generationnexxxt.com:19806/a2f732d447dc4c0b9e80417490de4e1d
Astro小太阳,mitv://generationnexxxt.com:19806/b9014d57594d4cfdb87848d4b2610506
八度空间,mitv://generationnexxxt.com:19806/c1351c973d544fd9b9fcf34d36cc3ab1
八度空间,mitv://generationnexxxt.com:19806/34bef24c069e40779fb4b4c827e0051f
新時代1(东部),mitv://generationnexxxt.com:19806/28d014f7982c4041ab7197218b9c1284
新時代1(西部),mitv://generationnexxxt.com:19806/a3d06a9ecf30410582ad64ed15cdf6fd
新時代2,mitv://generationnexxxt.com:19806/65013e4c0002afeaeeb07d8a59ff6121
城市电视,mitv://generationnexxxt.com:19806/a18fbea7eddd4079b3e2e684d19df5c4

Astro AEC,P2p://generationnexxxt.com:19806/0cd8ffd5742f43f2aba6b6bf8736641d
Astro AOD 311,P2p://generationnexxxt.com:19806/676d5767c17749f8950a81ed8681380a
Astro爱奇艺,P2p://generationnexxxt.com:19806/220100b4bf8a42b49b38d1152cf9ab84
Astro欢喜台,P2p://generationnexxxt.com:19806/a2f732d447dc4c0b9e80417490de4e1d
Astro小太阳,P2p://generationnexxxt.com:19806/b9014d57594d4cfdb87848d4b2610506
八度空间,P2p://generationnexxxt.com:19806/c1351c973d544fd9b9fcf34d36cc3ab1
八度空间,P2p://generationnexxxt.com:19806/34bef24c069e40779fb4b4c827e0051f
新時代1(东部),P2p://generationnexxxt.com:19806/28d014f7982c4041ab7197218b9c1284
新時代1(西部),P2p://generationnexxxt.com:19806/a3d06a9ecf30410582ad64ed15cdf6fd
新時代2,P2p://generationnexxxt.com:19806/65013e4c0002afeaeeb07d8a59ff6121
城市电视,P2p://generationnexxxt.com:19806/a18fbea7eddd4079b3e2e684d19df5c4

mitv体育频道,#genre#
Arena Bola,mitv://generationnexxxt.com:19806/6597c3de0009a0efa91838f96fd623b1
Astro Arena,mitv://generationnexxxt.com:19806/c046c74b43184a9bac5b0e402944aca5
Astro Supersport,mitv://generationnexxxt.com:19806/8f8ad3ee6aa54ccbac64314553dfa1fa
Astro Supersport 2,mitv://generationnexxxt.com:19806/650d4fca00064e791dd4dbcd16fd08c0
Astro Supersport 3,mitv://generationnexxxt.com:19806/5b9b9986c20244908be60c3f18a3e435
Astro Supersport 4,mitv://generationnexxxt.com:19806/c7f1be20958243f68c943016c446501e
Astro Supersport 5,mitv://generationnexxxt.com:19806/d41f257d25e54a0aa09227bde87eccf5
BeiN Sports,mitv://generationnexxxt.com:19806/eefa5931a750470d8a3267932e36c644
BeiN Sports 2,mitv://generationnexxxt.com:19806/65619d35000372e967236fc35ab64b39
BeiN Sports 3,mitv://generationnexxxt.com:19806/65a52dc1000d76fbdd7dd8ab186b4afd
ESPN,mitv://generationnexxxt.com:19806/2436baa9e481444fa785298d5931bdba
Eurosport HD,mitv://generationnexxxt.com:19806/65159769000b9a153e2ca23c14c042d2
Fight Sports,mitv://generationnexxxt.com:19806/7375a5f151c047b294a8e8c6ddad178d
Golf Channel,mitv://generationnexxxt.com:19806/65619e930003f0fc6728c71226a25f2d
J Sports 2,mitv://generationnexxxt.com:19806/1dec0300cce54ba5853fd5aadc349595
J Sports 3,mitv://generationnexxxt.com:19806/1a9fd30d67f8480490d1fe07440658b5
J Sports 4,mitv://generationnexxxt.com:19806/f7915841f9c04692b3c336849b8ed00c
NBA,mitv://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1
Sky Sports Arena,mitv://generationnexxxt.com:19806/65791ef8000e15953163ffb52b633954
Sky Sports Cricket,mitv://generationnexxxt.com:19806/65791ef8000290523163fcb71a5c79e1
Sky Sports F1,mitv://generationnexxxt.com:19806/65791ef90003eb94316400fd79094faa
Sky Sports Football,mitv://generationnexxxt.com:19806/65791ef900094e3c3164026476a47cd3
Sky Sports Golf,mitv://generationnexxxt.com:19806/65791ef9000e6a67316403ad31ad3930
Sky Sports Main Event,mitv://generationnexxxt.com:19806/65791ef800079cd23163fe0f44d92213
Sky Sports Mix,mitv://generationnexxxt.com:19806/65791ef7000cb6683163fb6f54195e6f
Skynet Sports,mitv://generationnexxxt.com:19806/64f03b7d000cf732ac3d879228791c70
Skynet Sports 2,mitv://generationnexxxt.com:19806/64f03b7e0004ca5cac3d89676c3c51df
Skynet Sports 5,mitv://generationnexxxt.com:19806/64f03b7f0003688dac3d8cf1521c6e9f
Skynet Sports 6,mitv://generationnexxxt.com:19806/64f03b7e000b23c7ac3d8b0d775b55a1
SPOTV,mitv://generationnexxxt.com:19806/60ad67b765414b32882a24ce6c63808a
WWE,mitv://generationnexxxt.com:19806/32e0838eeab84b3a96297dcceca27f5a

魅力足球,mitv://generationnexxxt.com:19806/ca7a1a18635e453a9a77e5fd5d425e89
五星体育,mitv://generationnexxxt.com:19806/d75057c993f84e7c86f94e8f1e56ad24
广东体育,mitv://generationnexxxt.com:19806/bb744a1252da46a6a2ae5546f4da7c72
DAZN 1台,mitv://generationnexxxt.com:19806/fcfde35352d5464f9ed1c711ef2d05b1
DAZN 2台,mitv://generationnexxxt.com:19806/057061c0da744aa7b035169dba5ebe2a
